o_order_id,o_customer_sk,weekday,date,store
68852,4990,"Tuesday","2012-02-21",6
68853,5900,"Saturday","2013-09-07",9
68854,2513,"Wednesday","2013-09-18",7
68855,4931,"Wednesday","2012-03-14",8
68856,5352,"Thursday","2012-11-15",10
68857,3604,"Tuesday","2012-01-24",1
68858,5082,"Tuesday","2012-11-06",1
68859,1776,"Sunday","2012-03-18",8
68860,2063,"Thursday","2013-01-17",3
68861,2827,"Tuesday","2013-02-05",7
68862,5083,"Wednesday","2012-12-19",2
68863,2405,"Wednesday","2013-06-19",5
68864,4102,"Friday","2012-01-20",5
68865,2288,"Friday","2012-04-13",1
68866,3285,"Tuesday","2013-09-10",8
68867,3899,"Wednesday","2013-02-06",5
68868,2634,"Wednesday","2013-07-10",10
68869,6,"Thursday","2012-09-20",1
68870,580,"Wednesday","2013-07-10",5
68871,1787,"Wednesday","2013-07-03",2
68872,2910,"Wednesday","2012-11-14",5
68873,5054,"Wednesday","2013-12-18",2
68874,1848,"Wednesday","2013-06-19",3
68875,6815,"Thursday","2012-06-07",9
68876,2798,"Wednesday","2012-05-09",5
68877,5984,"Monday","2013-10-14",9
68878,1571,"Wednesday","2013-02-20",4
68879,1342,"Wednesday","2013-02-20",8
68880,6505,"Monday","2013-08-12",10
68881,1876,"Wednesday","2012-12-12",2
68882,6545,"Tuesday","2013-06-11",8
68883,3923,"Thursday","2012-05-24",2
68884,3383,"Monday","2012-07-23",10
68885,1003,"Tuesday","2012-05-15",8
68886,4024,"Monday","2012-07-23",1
68887,4791,"Wednesday","2013-01-23",1
68888,2143,"Friday","2013-08-02",3
68889,3796,"Friday","2013-06-28",11
68890,5769,"Monday","2012-06-18",5
68891,666,"Friday","2013-01-18",4
68892,143,"Wednesday","2012-07-18",4
68893,3995,"Wednesday","2012-06-13",11
68894,2082,"Wednesday","2012-11-07",10
68895,3712,"Friday","2012-12-21",2
68896,6608,"Wednesday","2013-01-16",4
68897,1389,"Wednesday","2013-10-09",11
68898,6176,"Monday","2012-10-29",9
68899,4873,"Wednesday","2013-02-06",9
68900,2377,"Monday","2013-03-25",11
68901,2273,"Tuesday","2013-10-08",5
68902,927,"Friday","2012-05-18",7
68903,3279,"Saturday","2012-01-07",8
68904,1856,"Friday","2012-09-14",11
68905,6880,"Monday","2013-03-11",10
68906,4870,"Wednesday","2013-07-10",1
68907,2246,"Thursday","2013-02-28",10
68908,6392,"Wednesday","2012-06-27",11
68909,739,"Saturday","2012-02-18",3
68910,3707,"Wednesday","2013-10-23",1
68911,1945,"Thursday","2013-07-18",4
68912,892,"Wednesday","2013-09-18",1
68913,5420,"Friday","2013-11-08",1
68914,2929,"Friday","2012-09-21",7
68915,1496,"Thursday","2013-02-28",5
68916,3824,"Tuesday","2012-07-10",8
68917,1969,"Saturday","2013-10-26",6
68918,4611,"Wednesday","2012-05-16",7
68919,1041,"Friday","2012-03-30",4
68920,3301,"Friday","2012-07-13",6
68921,3783,"Friday","2013-03-15",11
68922,377,"Wednesday","2013-02-20",11
68923,4151,"Wednesday","2013-03-20",6
68924,3828,"Wednesday","2013-09-04",3
68925,1995,"Sunday","2012-04-15",2
68926,6161,"Monday","2012-01-09",9
68927,5150,"Friday","2013-05-17",5
68928,1574,"Wednesday","2013-08-14",7
68929,4959,"Tuesday","2013-10-29",9
68930,5714,"Tuesday","2012-07-03",8
68931,6151,"Saturday","2013-06-08",2
68932,6727,"Friday","2012-08-03",9
68933,1686,"Wednesday","2013-01-16",8
68934,2582,"Wednesday","2013-10-23",5
68935,861,"Tuesday","2012-05-22",3
68936,3897,"Tuesday","2013-12-24",4
68937,1215,"Thursday","2012-04-19",6
68938,2311,"Wednesday","2013-12-11",1
68939,6408,"Wednesday","2012-01-11",6
68940,5500,"Thursday","2012-03-08",7
68941,4003,"Wednesday","2012-12-05",11
68942,2813,"Monday","2013-03-04",4
68943,718,"Wednesday","2013-06-26",9
68944,2508,"Tuesday","2012-10-02",1
68945,2463,"Tuesday","2013-12-17",2
68946,6554,"Thursday","2012-03-15",6
68947,3880,"Friday","2013-05-03",2
68948,3439,"Thursday","2012-10-11",2
68949,6469,"Friday","2012-12-07",8
68950,3101,"Tuesday","2013-08-06",11
68951,689,"Monday","2013-11-11",3
68952,1285,"Monday","2013-10-07",2
68953,4500,"Thursday","2013-08-08",8
68954,3599,"Wednesday","2013-12-25",9
68955,6359,"Wednesday","2012-06-27",7
68956,1560,"Wednesday","2013-07-24",3
68957,1696,"Tuesday","2013-01-29",11
68958,2974,"Wednesday","2013-10-23",6
68959,3941,"Tuesday","2012-12-18",2
68960,1744,"Friday","2013-07-26",5
68961,5288,"Saturday","2013-11-02",1
68962,5896,"Tuesday","2013-11-26",7
68963,4870,"Sunday","2012-08-19",9
68964,659,"Wednesday","2013-07-24",4
68965,5637,"Monday","2013-07-29",11
68966,4732,"Thursday","2012-07-12",6
68967,4080,"Thursday","2012-12-27",10
68968,5027,"Wednesday","2012-12-19",11
68969,308,"Thursday","2013-06-13",4
68970,2618,"Friday","2012-06-15",3
68971,1449,"Wednesday","2012-06-13",7
68972,1379,"Friday","2013-08-09",11
68973,5663,"Thursday","2012-03-08",6
68974,1512,"Thursday","2013-12-19",4
68975,1407,"Wednesday","2012-05-16",4
68976,4365,"Thursday","2013-05-16",7
68977,1444,"Wednesday","2013-03-27",6
68978,5065,"Friday","2013-08-16",9
68979,3963,"Wednesday","2012-09-12",2
68980,3377,"Friday","2012-08-31",7
68981,3979,"Tuesday","2012-07-24",2
68982,4163,"Wednesday","2012-09-12",11
68983,2749,"Tuesday","2012-01-17",6
68984,5262,"Thursday","2013-05-02",11
68985,5304,"Thursday","2012-07-26",9
68986,3427,"Friday","2012-10-26",7
68987,5435,"Friday","2012-09-07",2
68988,5378,"Saturday","2012-05-12",9
68989,5890,"Wednesday","2012-06-13",5
68990,3115,"Tuesday","2012-01-24",7
68991,1340,"Friday","2012-02-10",11
68992,5443,"Thursday","2012-11-01",7
68993,6182,"Wednesday","2013-06-19",9
68994,3050,"Wednesday","2012-08-08",1
68995,6498,"Saturday","2012-06-23",11
68996,6736,"Friday","2013-04-19",11
68997,6559,"Tuesday","2012-11-13",9
68998,1355,"Monday","2013-11-18",4
68999,753,"Friday","2013-03-01",7
69000,1796,"Wednesday","2012-01-11",8
69001,5671,"Friday","2013-05-03",2
69002,863,"Thursday","2012-06-07",1
69003,2029,"Wednesday","2013-08-07",2
69004,3778,"Wednesday","2012-08-15",1
69005,3126,"Tuesday","2013-01-29",7
69006,6323,"Wednesday","2013-04-10",5
69007,5053,"Monday","2012-09-24",1
69008,4213,"Wednesday","2012-10-17",7
69009,1636,"Tuesday","2012-05-15",11
69010,4460,"Friday","2013-07-19",11
69011,4795,"Wednesday","2013-10-30",6
69012,4222,"Sunday","2012-04-15",6
69013,1057,"Thursday","2013-01-31",8
69014,5887,"Friday","2012-01-20",11
69015,891,"Thursday","2012-12-06",9
69016,6001,"Monday","2013-05-06",5
69017,7033,"Friday","2013-09-20",10
69018,3645,"Thursday","2012-09-06",11
69019,6088,"Monday","2012-05-07",3
69020,6482,"Wednesday","2012-07-18",10
69021,328,"Monday","2013-09-30",4
69022,6918,"Friday","2013-09-27",7
69023,3019,"Monday","2012-06-04",9
69024,4339,"Tuesday","2013-05-28",3
69025,1420,"Tuesday","2013-08-27",8
69026,2377,"Tuesday","2013-05-21",2
69027,3888,"Monday","2013-09-02",5
69028,5425,"Thursday","2012-08-16",11
69029,3633,"Wednesday","2013-07-24",2
69030,5476,"Wednesday","2013-07-10",7
69031,3935,"Wednesday","2012-05-02",2
69032,991,"Friday","2013-07-26",8
69033,3002,"Thursday","2013-01-03",8
69034,4894,"Monday","2012-04-16",2
69035,2501,"Friday","2012-03-16",2
69036,400,"Wednesday","2012-04-18",11
69037,3355,"Tuesday","2012-10-02",6
69038,4944,"Thursday","2013-05-30",5
69039,6968,"Wednesday","2012-09-05",4
69040,659,"Friday","2013-11-01",9
69041,1818,"Tuesday","2012-11-06",4
69042,5512,"Friday","2012-07-20",5
69043,4616,"Thursday","2012-10-04",4
69044,3070,"Tuesday","2013-09-17",7
69045,5055,"Monday","2012-06-25",2
69046,2962,"Friday","2013-04-26",10
69047,3090,"Wednesday","2012-03-21",9
69048,4816,"Wednesday","2012-11-21",5
69049,1819,"Saturday","2013-04-27",7
69050,541,"Monday","2013-02-04",8
69051,28,"Monday","2012-05-14",4
69052,5332,"Monday","2012-02-27",5
69053,4610,"Wednesday","2013-04-03",1
69054,6065,"Wednesday","2013-05-08",6
69055,5665,"Tuesday","2012-10-09",9
69056,6673,"Monday","2012-06-04",1
69057,4903,"Tuesday","2012-11-20",10
69058,2034,"Friday","2012-03-23",8
69059,5692,"Thursday","2012-09-20",9
69060,2991,"Saturday","2013-06-01",7
69061,2929,"Tuesday","2012-03-13",11
69062,1861,"Friday","2012-11-09",9
69063,944,"Friday","2012-12-14",7
69064,5640,"Wednesday","2012-05-09",5
69065,726,"Friday","2013-07-12",10
69066,2093,"Tuesday","2013-02-05",2
69067,1181,"Monday","2012-11-26",1
69068,5116,"Wednesday","2012-05-02",6
69069,338,"Friday","2012-05-25",3
69070,5083,"Thursday","2013-02-14",7
69071,6210,"Monday","2012-12-31",1
69072,1688,"Friday","2012-12-21",2
69073,2709,"Tuesday","2013-09-24",9
69074,4407,"Monday","2013-01-14",9
69075,4012,"Friday","2013-02-15",8
69076,1,"Monday","2013-11-18",4
69077,872,"Wednesday","2013-09-25",3
69078,5301,"Wednesday","2013-07-03",2
69079,1421,"Wednesday","2013-11-27",2
69080,3947,"Thursday","2013-05-23",6
69081,6851,"Sunday","2013-01-06",9
69082,2764,"Wednesday","2013-09-18",7
69083,4048,"Tuesday","2013-05-07",1
69084,619,"Wednesday","2012-04-18",7
69085,4900,"Monday","2013-01-14",1
69086,6019,"Tuesday","2012-12-11",1
69087,4491,"Wednesday","2013-10-09",2
69088,4511,"Monday","2012-06-18",5
69089,2933,"Tuesday","2013-12-24",6
69090,6366,"Wednesday","2013-09-04",6
69091,3227,"Tuesday","2012-10-16",10
69092,3362,"Wednesday","2012-06-06",8
69093,870,"Wednesday","2012-04-11",3
69094,5072,"Monday","2012-07-02",9
69095,4782,"Tuesday","2012-05-01",2
69096,2548,"Thursday","2013-08-15",4
69097,6388,"Thursday","2013-02-07",1
69098,1248,"Monday","2012-11-26",4
69099,5534,"Friday","2013-07-19",11
69100,3479,"Tuesday","2013-10-01",1
69101,3449,"Saturday","2013-07-20",11
69102,12,"Tuesday","2012-06-19",8
69103,2695,"Thursday","2013-02-14",5
69104,4171,"Thursday","2012-07-26",8
69105,3268,"Tuesday","2013-10-01",6
69106,5530,"Friday","2013-05-03",1
69107,2684,"Tuesday","2012-03-27",1
69108,3406,"Wednesday","2012-06-20",5
69109,475,"Monday","2013-11-11",8
69110,3340,"Tuesday","2012-12-04",6
69111,3831,"Wednesday","2012-11-28",7
69112,3178,"Friday","2013-03-22",1
69113,1853,"Monday","2013-08-12",5
69114,2453,"Saturday","2012-05-26",3
69115,2066,"Sunday","2012-01-15",2
69116,6733,"Wednesday","2012-01-04",2
69117,6841,"Friday","2013-06-14",10
69118,1193,"Monday","2013-09-16",7
69119,6340,"Wednesday","2013-07-03",4
69120,4178,"Friday","2013-12-20",2
69121,4253,"Tuesday","2013-02-19",1
69122,774,"Friday","2012-10-26",1
69123,2999,"Sunday","2012-09-23",7
69124,3586,"Tuesday","2012-07-03",8
69125,1670,"Saturday","2013-09-21",1
69126,5585,"Tuesday","2013-11-19",4
69127,3936,"Thursday","2013-10-03",10
69128,155,"Wednesday","2013-05-15",11
69129,4908,"Wednesday","2012-10-03",1
69130,3455,"Friday","2012-06-08",11
69131,4377,"Wednesday","2012-04-11",7
69132,6698,"Wednesday","2012-07-25",2
69133,4966,"Wednesday","2013-09-04",7
69134,6571,"Tuesday","2012-06-05",4
69135,4434,"Saturday","2012-07-28",4
69136,4967,"Wednesday","2013-10-16",6
69137,6311,"Thursday","2013-09-19",7
69138,2145,"Wednesday","2013-12-04",3
69139,1706,"Friday","2013-03-01",3
69140,1560,"Thursday","2013-01-17",11
69141,1668,"Monday","2012-01-02",9
69142,5899,"Monday","2013-04-01",4
69143,1902,"Wednesday","2012-01-04",2
69144,7057,"Monday","2013-01-14",6
69145,3230,"Thursday","2012-08-02",11
69146,1677,"Wednesday","2012-05-30",3
69147,5291,"Friday","2013-04-26",4
69148,4902,"Wednesday","2013-04-10",11
69149,2195,"Wednesday","2012-03-21",2
69150,5737,"Wednesday","2013-05-22",11
69151,6798,"Wednesday","2013-02-27",10
69152,1324,"Sunday","2013-01-06",8
69153,5309,"Thursday","2013-04-11",5
69154,706,"Friday","2013-08-16",6
69155,6204,"Saturday","2013-02-09",9
69156,6755,"Friday","2013-03-01",4
69157,6747,"Thursday","2013-01-03",5
69158,815,"Friday","2013-07-26",4
69159,6522,"Monday","2013-04-15",11
69160,2225,"Wednesday","2012-05-23",6
69161,4981,"Sunday","2012-12-30",1
69162,4610,"Monday","2013-11-04",4
69163,6939,"Thursday","2012-01-05",3
69164,3151,"Wednesday","2013-01-23",6
69165,4268,"Saturday","2013-04-20",8
69166,5116,"Wednesday","2012-08-01",7
69167,5926,"Tuesday","2012-03-13",4
69168,5749,"Monday","2012-07-30",9
69169,864,"Monday","2012-04-23",4
69170,3412,"Wednesday","2012-11-07",1
69171,4541,"Monday","2013-11-25",9
69172,4896,"Wednesday","2013-01-30",3
69173,5945,"Wednesday","2013-11-20",4
69174,6261,"Wednesday","2013-11-13",4
69175,6955,"Monday","2012-04-16",3
69176,1627,"Tuesday","2013-10-01",8
69177,7045,"Friday","2013-06-28",10
69178,4410,"Wednesday","2012-12-05",2
69179,6383,"Friday","2013-02-15",5
69180,6725,"Wednesday","2012-03-21",4
69181,367,"Friday","2012-03-23",2
69182,2312,"Monday","2013-10-21",5
69183,2247,"Wednesday","2012-08-15",6
69184,1778,"Tuesday","2012-07-31",7
69185,5205,"Wednesday","2012-11-28",11
69186,215,"Saturday","2013-11-02",4
69187,3978,"Monday","2012-10-15",7
69188,463,"Friday","2012-12-14",1
69189,156,"Tuesday","2012-02-14",3
69190,2621,"Wednesday","2013-02-27",11
69191,2545,"Tuesday","2012-02-28",10
69192,2532,"Monday","2013-04-22",5
69193,1459,"Monday","2013-06-24",7
69194,3332,"Thursday","2012-01-12",6
69195,4871,"Wednesday","2013-12-25",8
69196,672,"Tuesday","2013-06-18",5
69197,3789,"Thursday","2013-12-05",6
69198,1126,"Thursday","2012-01-26",5
69199,7011,"Friday","2012-11-23",10
69200,996,"Thursday","2012-06-14",9
69201,310,"Tuesday","2012-01-10",10
69202,6460,"Tuesday","2012-09-18",3
69203,871,"Wednesday","2013-09-18",6
69204,387,"Saturday","2013-02-02",5
69205,5486,"Thursday","2013-01-17",4
69206,20,"Monday","2013-09-16",7
69207,4083,"Monday","2012-04-02",1
69208,5739,"Sunday","2013-08-25",8
69209,5570,"Wednesday","2013-12-04",9
69210,592,"Monday","2013-08-12",11
69211,2150,"Tuesday","2013-08-20",1
69212,4070,"Wednesday","2012-05-09",1
69213,831,"Saturday","2013-12-21",7
69214,3958,"Wednesday","2013-05-22",11
69215,1080,"Friday","2012-01-27",3
69216,3272,"Tuesday","2013-10-15",2
69217,151,"Wednesday","2012-09-12",10
69218,5259,"Friday","2013-05-03",2
69219,3824,"Wednesday","2012-08-15",7
69220,6181,"Tuesday","2012-08-21",8
69221,7026,"Tuesday","2012-04-03",8
69222,1248,"Monday","2012-05-28",3
69223,1721,"Wednesday","2012-09-12",9
69224,5549,"Monday","2013-03-18",10
69225,4138,"Thursday","2012-08-30",2
69226,6781,"Friday","2013-02-22",7
69227,1700,"Friday","2013-12-06",10
69228,2672,"Wednesday","2013-03-13",5
69229,3541,"Friday","2013-11-01",4
69230,6507,"Friday","2013-01-04",2
69231,2091,"Tuesday","2012-01-17",5
69232,6022,"Tuesday","2012-09-25",8
69233,5110,"Monday","2013-02-18",4
69234,1131,"Wednesday","2012-01-18",9
69235,1592,"Wednesday","2013-07-03",1
69236,29,"Wednesday","2013-03-06",10
69237,4949,"Friday","2013-02-08",8
69238,6622,"Friday","2013-08-02",6
69239,3080,"Wednesday","2013-04-03",5
69240,5137,"Thursday","2012-05-10",3
69241,5739,"Monday","2012-12-03",1
69242,6153,"Thursday","2013-12-26",11
69243,6174,"Thursday","2013-05-23",3
69244,985,"Monday","2013-08-05",11
69245,6705,"Sunday","2013-03-03",5
69246,3190,"Friday","2013-01-11",9
69247,6150,"Tuesday","2013-10-22",1
69248,6480,"Wednesday","2013-10-02",4
69249,5435,"Thursday","2012-08-09",2
69250,3901,"Thursday","2013-06-27",7
69251,651,"Sunday","2013-07-07",8
69252,1682,"Tuesday","2012-07-24",5
69253,2721,"Sunday","2012-07-15",1
69254,4430,"Wednesday","2013-04-17",5
69255,1192,"Thursday","2013-08-15",6
69256,5593,"Friday","2012-03-30",7
69257,6083,"Thursday","2013-01-31",11
69258,1403,"Saturday","2012-09-22",8
69259,4295,"Saturday","2013-12-14",4
69260,3808,"Thursday","2012-05-17",2
69261,6526,"Wednesday","2013-01-02",9
69262,3578,"Monday","2013-02-18",5
69263,6170,"Tuesday","2012-05-08",5
69264,4675,"Tuesday","2013-02-19",1
69265,2951,"Wednesday","2012-12-05",6
69266,1827,"Monday","2012-05-21",3
69267,1870,"Tuesday","2013-10-15",8
69268,3145,"Wednesday","2012-02-22",5
69269,6546,"Wednesday","2013-09-11",10
69270,7007,"Sunday","2012-05-27",3
69271,4363,"Wednesday","2012-02-29",3
69272,2310,"Thursday","2013-12-05",2
69273,2628,"Wednesday","2012-12-12",7
69274,7037,"Friday","2012-10-26",3
69275,3900,"Saturday","2012-12-08",9
69276,1801,"Wednesday","2013-02-20",7
69277,3003,"Wednesday","2012-10-17",2
69278,5276,"Wednesday","2012-07-25",11
69279,4337,"Monday","2013-07-29",3
69280,4528,"Friday","2012-09-07",10
69281,2161,"Saturday","2013-03-02",8
69282,574,"Friday","2013-05-10",6
69283,3583,"Thursday","2012-02-02",6
69284,5281,"Wednesday","2013-02-13",3
69285,1669,"Tuesday","2012-09-25",1
69286,1387,"Wednesday","2013-05-15",8
69287,3575,"Friday","2013-05-03",4
69288,3405,"Monday","2013-06-24",1
69289,5071,"Wednesday","2012-02-08",4
69290,6712,"Thursday","2012-05-31",9
69291,3721,"Friday","2013-07-19",8
69292,1594,"Wednesday","2013-12-04",3
69293,4202,"Friday","2013-02-15",11
69294,6018,"Friday","2013-05-03",5
69295,3967,"Thursday","2013-01-10",5
69296,4419,"Tuesday","2012-11-20",11
69297,324,"Wednesday","2012-11-07",2
69298,3912,"Tuesday","2012-09-11",6
69299,5093,"Monday","2012-12-03",1
69300,4098,"Wednesday","2013-01-30",5
69301,5708,"Wednesday","2012-03-28",6
69302,2500,"Thursday","2012-09-27",4
69303,1761,"Wednesday","2013-09-18",10
69304,1886,"Wednesday","2012-04-04",9
69305,5577,"Friday","2012-01-20",8
69306,2965,"Saturday","2012-08-11",9
69307,5364,"Thursday","2013-03-21",11
69308,236,"Sunday","2012-11-04",9
69309,5654,"Saturday","2012-06-16",4
69310,1417,"Wednesday","2012-01-18",5
69311,4103,"Thursday","2012-04-05",2
69312,6370,"Thursday","2012-04-12",8
69313,4658,"Wednesday","2012-11-14",8
69314,2713,"Friday","2012-10-05",4
69315,1345,"Thursday","2013-11-14",11
69316,5260,"Wednesday","2013-03-20",9
69317,6152,"Wednesday","2012-09-19",5
69318,6851,"Tuesday","2013-08-06",7
69319,3335,"Friday","2013-11-29",3
69320,3504,"Wednesday","2013-07-17",8
69321,347,"Sunday","2012-04-22",6
69322,871,"Thursday","2013-01-10",4
69323,2184,"Friday","2013-12-13",3
69324,3137,"Thursday","2013-08-08",4
69325,6676,"Wednesday","2012-10-24",5
69326,6781,"Friday","2013-12-20",10
69327,247,"Wednesday","2012-12-12",7
69328,3502,"Tuesday","2012-02-21",10
69329,3883,"Wednesday","2013-05-08",5
69330,3232,"Friday","2012-06-01",7
69331,1155,"Friday","2012-10-05",11
69332,6013,"Friday","2013-10-25",1
69333,6264,"Friday","2012-05-25",9
69334,4473,"Wednesday","2012-04-04",9
69335,70,"Thursday","2012-05-24",10
69336,6312,"Wednesday","2012-05-16",10
69337,4255,"Friday","2013-04-05",7
69338,2027,"Wednesday","2013-09-18",7
69339,1089,"Friday","2013-09-20",10
69340,513,"Thursday","2012-09-06",4
69341,6159,"Wednesday","2012-06-27",9
69342,5680,"Thursday","2013-06-13",3
69343,5518,"Wednesday","2013-12-04",8
69344,2922,"Wednesday","2012-01-11",5
69345,602,"Sunday","2012-03-04",7
69346,28,"Sunday","2013-12-08",7
69347,6137,"Wednesday","2012-01-25",5
69348,5641,"Friday","2013-02-22",1
69349,5468,"Tuesday","2012-06-19",3
69350,6304,"Monday","2013-11-11",3
69351,738,"Monday","2012-06-25",4
69352,464,"Friday","2013-03-29",2
69353,6078,"Wednesday","2013-10-30",10
69354,3198,"Wednesday","2013-02-06",9
69355,4344,"Friday","2013-08-02",5
69356,5010,"Monday","2013-11-25",4
69357,2135,"Friday","2012-07-06",4
69358,5036,"Wednesday","2012-07-18",11
69359,3008,"Friday","2012-12-07",9
69360,3702,"Saturday","2013-04-20",4
69361,5263,"Monday","2012-11-05",6
69362,3680,"Tuesday","2012-08-28",7
69363,3087,"Friday","2012-11-09",3
69364,1357,"Friday","2012-07-06",9
69365,431,"Friday","2012-08-10",11
69366,538,"Saturday","2013-05-25",2
69367,3151,"Tuesday","2013-01-08",7
69368,354,"Wednesday","2013-05-22",9
69369,3136,"Thursday","2013-01-31",7
69370,4676,"Tuesday","2013-02-05",4
69371,2331,"Thursday","2013-12-05",1
69372,24,"Thursday","2013-07-18",7
69373,4513,"Tuesday","2013-05-14",1
69374,466,"Monday","2013-05-20",5
69375,2612,"Wednesday","2013-10-16",10
69376,4649,"Wednesday","2013-10-02",5
69377,415,"Thursday","2012-09-06",10
69378,294,"Saturday","2012-07-21",11
69379,5215,"Thursday","2013-05-23",8
69380,2804,"Wednesday","2012-05-23",3
69381,2175,"Monday","2013-07-29",4
69382,6162,"Thursday","2012-09-13",9
69383,244,"Wednesday","2012-10-24",7
69384,3238,"Thursday","2012-12-27",11
69385,5505,"Wednesday","2013-05-08",1
69386,4593,"Wednesday","2012-11-21",11
69387,2235,"Monday","2013-06-10",9
69388,740,"Thursday","2013-11-28",7
69389,559,"Wednesday","2012-11-28",5
69390,3365,"Saturday","2012-04-14",7
69391,1170,"Thursday","2013-06-06",1
69392,5911,"Tuesday","2013-11-12",8
69393,2543,"Tuesday","2013-07-09",1
69394,780,"Tuesday","2012-12-11",4
69395,3550,"Saturday","2013-04-06",7
69396,1484,"Friday","2012-03-23",3
69397,268,"Monday","2013-01-21",8
69398,1837,"Wednesday","2013-06-05",6
69399,683,"Wednesday","2013-07-03",7
69400,4000,"Monday","2012-04-23",2
69401,1171,"Friday","2012-04-13",2
69402,3978,"Monday","2012-12-24",6
69403,5617,"Thursday","2013-05-16",7
69404,3291,"Thursday","2012-06-21",9
69405,1213,"Wednesday","2012-07-18",10
69406,3220,"Friday","2013-06-21",4
69407,6525,"Friday","2013-02-08",6
69408,236,"Wednesday","2013-07-17",8
69409,3413,"Wednesday","2012-02-01",7
69410,6922,"Thursday","2012-03-08",7
69411,2477,"Tuesday","2013-01-08",10
69412,1206,"Wednesday","2012-07-04",4
69413,2099,"Saturday","2012-11-17",8
69414,2005,"Wednesday","2013-05-01",2
69415,6964,"Friday","2012-08-10",7
69416,5152,"Monday","2013-07-22",11
69417,1251,"Tuesday","2012-12-18",6
69418,477,"Tuesday","2012-03-20",2
69419,988,"Thursday","2013-03-21",3
69420,4885,"Saturday","2013-03-30",7
69421,4116,"Wednesday","2013-01-30",7
69422,1254,"Monday","2012-12-10",5
69423,650,"Friday","2013-03-01",10
69424,897,"Saturday","2012-08-18",6
69425,4699,"Tuesday","2013-07-16",5
69426,4186,"Wednesday","2013-02-13",5
69427,4038,"Friday","2013-03-29",11
69428,2136,"Wednesday","2013-12-11",8
69429,3168,"Saturday","2012-11-24",8
69430,4867,"Tuesday","2013-07-23",10
69431,3788,"Thursday","2013-09-12",8
69432,2360,"Friday","2013-11-08",11
69433,1800,"Wednesday","2012-02-08",2
69434,3585,"Monday","2013-09-30",1
69435,401,"Tuesday","2012-09-25",8
69436,6777,"Wednesday","2012-05-23",3
69437,1902,"Tuesday","2013-10-15",4
69438,2359,"Wednesday","2012-08-08",1
69439,5201,"Friday","2012-12-21",6
69440,4960,"Thursday","2013-06-27",10
69441,2592,"Tuesday","2013-02-26",10
69442,981,"Friday","2012-03-30",11
69443,5855,"Tuesday","2012-02-21",4
69444,4596,"Monday","2012-10-08",8
69445,4858,"Thursday","2012-07-26",11
69446,2755,"Wednesday","2013-11-06",3
69447,2565,"Wednesday","2013-05-08",9
69448,2082,"Friday","2012-03-16",1
69449,3971,"Thursday","2012-03-08",5
69450,5299,"Friday","2012-01-20",1
69451,1521,"Sunday","2013-12-01",4
69452,6782,"Saturday","2012-12-29",10
69453,427,"Wednesday","2013-10-02",1
69454,1871,"Sunday","2013-04-07",6
69455,6906,"Friday","2013-10-04",7
69456,2023,"Wednesday","2013-08-07",11
69457,4678,"Thursday","2012-06-14",10
69458,3316,"Wednesday","2013-09-04",9
69459,5443,"Friday","2013-04-19",1
69460,3806,"Monday","2012-06-25",3
69461,1108,"Saturday","2013-01-05",2
69462,4346,"Monday","2013-09-02",2
69463,6152,"Wednesday","2012-05-16",3
69464,3134,"Wednesday","2012-10-10",11
69465,1028,"Tuesday","2013-12-03",10
69466,3562,"Tuesday","2013-04-23",6
69467,1842,"Wednesday","2013-05-15",11
69468,128,"Wednesday","2013-10-30",4
69469,14,"Saturday","2012-05-12",5
69470,2602,"Wednesday","2012-09-26",7
69471,6631,"Tuesday","2012-08-21",1
69472,2442,"Friday","2013-07-05",10
69473,257,"Wednesday","2012-01-18",11
69474,5504,"Friday","2012-02-03",11
69475,5322,"Wednesday","2013-08-07",6
69476,325,"Monday","2013-07-22",3
69477,4922,"Wednesday","2012-05-23",3
69478,5959,"Monday","2012-06-04",8
69479,1876,"Friday","2013-10-18",10
69480,2994,"Tuesday","2013-12-10",7
69481,1780,"Wednesday","2013-07-03",8
69482,4553,"Saturday","2012-04-07",8
69483,2417,"Friday","2012-05-04",4
69484,2389,"Tuesday","2013-07-02",9
69485,335,"Monday","2012-05-28",8
69486,643,"Tuesday","2013-03-19",6
69487,578,"Wednesday","2012-09-05",9
69488,580,"Wednesday","2013-07-10",6
69489,2858,"Thursday","2013-10-31",8
69490,5913,"Monday","2013-04-08",6
69491,3401,"Thursday","2012-01-05",11
69492,6556,"Wednesday","2013-08-07",5
69493,1154,"Tuesday","2013-02-12",6
69494,2084,"Friday","2013-10-25",4
69495,6679,"Saturday","2012-04-14",7
69496,118,"Sunday","2012-08-05",7
69497,1014,"Tuesday","2012-08-07",7
69498,6525,"Wednesday","2012-01-11",8
69499,770,"Monday","2013-03-18",1
69500,6027,"Wednesday","2013-02-27",10
69501,812,"Tuesday","2012-11-20",6
69502,5942,"Friday","2012-03-09",7
69503,6425,"Wednesday","2013-05-08",4
69504,2443,"Wednesday","2012-02-08",9
69505,5817,"Tuesday","2013-12-17",8
69506,968,"Friday","2012-05-25",3
69507,3080,"Wednesday","2013-07-17",2
69508,6386,"Saturday","2013-03-16",8
69509,6687,"Sunday","2012-10-21",5
69510,1060,"Friday","2013-10-25",10
69511,4421,"Thursday","2013-01-03",11
69512,3455,"Wednesday","2013-11-20",9
69513,2781,"Friday","2012-09-28",10
69514,1220,"Saturday","2013-10-19",4
69515,3104,"Friday","2012-10-12",10
69516,3383,"Wednesday","2012-01-04",5
